"","MITO_ID","Entrez_Gene_ID","Gene_name","Symbol"
"1464","MT001169",55676,"solute carrier family 30 (zinc transporter), member 6","SLC30A6"
"1465","MT001007",51000,"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3","SLC35B3"
"1466","MT001112",54978,"solute carrier family 35, member F6","SLC35F6"
"1467","MT000560",6519,"solute carrier family 3 (amino acid transporter heavy chain), member 1","SLC3A1"
"1468","MT000888",23446,"solute carrier family 44 (choline transporter), member 1","SLC44A1"
"1469","MT001231",57835,"solute carrier family 4 (sodium bicarbonate cotransporter),member 5","SLC4A5"
"1470","MT000561",6547,"solute carrier family 8 (sodium/calcium exchanger), member 3","SLC8A3"
"1471","MT001339",80024,"solute carrier family 8 (sodium/lithium/calcium exchanger),member B1","SLC8B1"
"1472","MT000562",6548,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1","SLC9A1"
"1473","MT000785",10479,"solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6","SLC9A6"
"1474","MT001538",133308,"solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2","SLC9B2"
"1475","MT001371",81892,"SRA stem-loop interacting RNA binding protein","SLIRP"
"1476","MT000566",6586,"slit homolog 3 (Drosophila)","SLIT3"
"1477","MT000799",10650,"slowmo homolog 1 (Drosophila)","SLMO1"
"1478","MT001010",51012,"slowmo homolog 2 (Drosophila)","SLMO2"
"1479","MT000348",4184,"sperm mitochondria-associated cysteine-rich protein","SMCP"
"1480","MT001463",91689,"single-pass membrane protein with aspartate-rich tail 1","SMDT1"
"1481","MT001674",440957,"small integral membrane protein 4","SMIM4"
"1482","MT000568",6622,"synuclein, α (non A4 component of amyloid precursor)","SNCA"
"1483","MT000567",6620,"synuclein, β","SNCB"
"1484","MT000955",27044,"staphylococcal nuclease and tudor domain containing 1","SND1"
"1485","MT000651",8303,"stannin","SNN"
"1486","MT000732",9751,"syntaphilin","SNPH"
"1487","MT000569",6647,"superoxide dismutase 1, soluble","SOD1"
"1488","MT000570",6648,"superoxide dismutase 2, mitochondrial","SOD2"
"1489","MT000571",6652,"sorbitol dehydrogenase","SORD"
"1490","MT000573",6663,"SRY (sex determining region Y)-box 10","SOX10"
"1491","MT000572",6659,"SRY (sex determining region Y)-box 4","SOX4"
"1492","MT000574",6678,"secreted protein, acidic, cysteine-rich (osteonectin)","SPARC"
"1493","MT001537",132671,"spermatogenesis associated 18","SPATA18"
"1494","MT001597",219938,"spermatogenesis associated 19","SPATA19"
"1495","MT001574",166378,"spermatogenesis associated 5","SPATA5"
"1496","MT000868",23111,"spastic paraplegia 20 (Troyer syndrome)","SPG20"
"1497","MT000575",6687,"spastic paraplegia 7 (pure and complicated autosomal recessive)","SPG7"
"1498","MT001354",80309,"SPHK1 interactor, AKAP domain containing","SPHKAP"
"1499","MT001388",83985,"spinster homolog 1 (Drosophila)","SPNS1"
"1500","MT000576",6697,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)","SPR"
"1501","MT001618",283377,"SPRY domain containing 4","SPRYD4"
"1502","MT000716",9517,"serine palmitoyltransferase, long chain base subunit 2","SPTLC2"
"1503","MT001233",58472,"sulfide quinone reductase-like (yeast)","SQRDL"
"1504","MT000577",6714,"SRC proto-oncogene, non-receptor tyrosine kinase","SRC"
"1505","MT000578",6717,"sorcin","SRI"
"1506","MT000579",6728,"signal recognition particle 19kDa","SRP19"
"1507","MT000580",6742,"single-stranded DNA binding protein 1, mitochondrial","SSBP1"
"1508","MT001662",400410,"suppressor of tumorigenicity 20","ST20"
"1509","MT000941",26228,"signal transducing adaptor family member 1","STAP1"
"1510","MT000581",6770,"steroidogenic acute regulatory protein","STAR"
"1511","MT001455",90627,"StAR-related lipid transfer (START) domain containing 13","STARD13"
"1512","MT000820",10948,"StAR-related lipid transfer (START) domain containing 3","STARD3"
"1513","MT001196",56910,"StAR-related lipid transfer (START) domain containing 7","STARD7"
"1514","MT000582",6774,"signal transducer and activator of transcription 3 (acute-phase response factor)","STAT3"
"1515","MT000583",6794,"serine/threonine kinase 11","STK11"
"1516","MT001001",30968,"stomatin (EPB72)-like 2","STOML2"
"1517","MT001122",55014,"syntaxin 17","STX17"
"1518","MT000584",6812,"syntaxin binding protein 1","STXBP1"
"1519","MT000682",8803,"succinate-CoA ligase, ADP-forming, β subunit","SUCLA2"
"1520","MT000681",8802,"succinate-CoA ligase, α subunit","SUCLG1"
"1521","MT000680",8801,"succinate-CoA ligase, GDP-forming, β subunit","SUCLG2"
"1522","MT001326",79783,"succinyl-CoA:glutarate-CoA transferase","SUGCT"
"1523","MT000585",6821,"sulfite oxidase","SUOX"
"1524","MT000586",6832,"suppressor of var1, 3-like 1 (S. cerevisiae)","SUPV3L1"
"1525","MT000587",6834,"surfeit 1","SURF1"
"1526","MT001167",55638,"syntabulin (syntaxin-interacting)","SYBU"
"1527","MT000874",23224,"spectrin repeat containing, nuclear envelope 2","SYNE2"
"1528","MT001155",55333,"synaptojanin 2 binding protein","SYNJ2BP"
"1529","MT001700",100529257,"SYNJ2BP-COX16 readthrough","SYNJ2BP-COX16"
"1530","MT001038",51204,"translational activator of mitochondrially encoded cytochrome c oxidase I","TACO1"
"1531","MT001534",132001,"TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)","TAMM41"
"1532","MT000589",6890,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)","TAP1"
"1533","MT001348",80222,"threonyl-tRNA synthetase 2, mitochondrial (putative)","TARS2"
"1534","MT000590",6898,"tyrosine aminotransferase","TAT"
"1535","MT001526",128387,"TatD DNase domain containing 3","TATDN3"
"1536","MT000591",6901,"tafazzin","TAZ"
"1537","MT001268",64786,"TBC1 domain family, member 15","TBC1D15"
"1538","MT000702",9238,"transforming growth factor β regulator 4","TBRG4"
"1539","MT001631",285343,"T cell activation inhibitor, mitochondrial","TCAIM"
"1540","MT001395",84260,"trichoplein, keratin filament binding","TCHP"
"1541","MT000768",10312,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3","TCIRG1"
"1542","MT001570",157739,"L-threonine dehydrogenase (pseudogene)","TDH"
"1543","MT000886",23424,"tudor domain containing 7","TDRD7"
"1544","MT000833",11022,"tudor and KH domain containing","TDRKH"
"1545","MT001322",79736,"transcription elongation factor, mitochondrial","TEFM"
"1546","MT000592",7015,"telomerase reverse transcriptase","TERT"
"1547","MT000593",7019,"transcription factor A, mitochondrial","TFAM"
"1548","MT001031",51106,"transcription factor B1, mitochondrial","TFB1M"
"1549","MT001258",64216,"transcription factor B2, mitochondrial","TFB2M"
"1550","MT000594",7027,"transcription factor Dp-1","TFDP1"
"1551","MT000595",7052,"transglutaminase 2","TGM2"
"1552","MT000596",7054,"tyrosine hydroxylase","TH"
"1553","MT001502",117145,"thioesterase superfamily member 4","THEM4"
"1554","MT001629",284486,"thioesterase superfamily member 5","THEM5"
"1555","MT001110",54974,"tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)","THG1L"
"1556","MT001332",79896,"threonine synthase-like 1 (S. cerevisiae)","THNSL1"
"1557","MT000950",26519,"translocase of inner mitochondrial membrane 10 homolog (yeast)","TIMM10"
"1558","MT000948",26515,"translocase of inner mitochondrial membrane 10 homolog B (yeast)","TIMM10B"
"1559","MT000949",26517,"translocase of inner mitochondrial membrane 13 homolog (yeast)","TIMM13"
"1560","MT000777",10440,"translocase of inner mitochondrial membrane 17 homolog A (yeast)","TIMM17A"
"1561","MT000762",10245,"translocase of inner mitochondrial membrane 17 homolog B (yeast)","TIMM17B"
"1562","MT000988",29090,"translocase of inner mitochondrial membrane 21 homolog (yeast)","TIMM21"
"1563","MT000996",29928,"translocase of inner mitochondrial membrane 22 homolog (yeast)","TIMM22"
"1564","MT001697",100287932,"translocase of inner mitochondrial membrane 23 homolog (yeast)","TIMM23"
"1565","MT001703",100652748,"translocase of inner mitochondrial membrane 23 homolog B (yeast)","TIMM23B"
"1566","MT000782",10469,"translocase of inner mitochondrial membrane 44 homolog (yeast)","TIMM44"
"1567","MT001471",92609,"translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)","TIMM50"
"1568","MT000180",1678,"translocase of inner mitochondrial membrane 8 homolog A (yeast)","TIMM8A"
"1569","MT000952",26521,"translocase of inner mitochondrial membrane 8 homolog B (yeast)","TIMM8B"
"1570","MT000951",26520,"translocase of inner mitochondrial membrane 9 homolog (yeast)","TIMM9"
"1571","MT001051",51300,"translocase of inner mitochondrial membrane domain containing 1","TIMMDC1"
"1572","MT000597",7084,"thymidine kinase 2, mitochondrial","TK2"
"1573","MT001623",284114,"transmembrane protein 102","TMEM102"
"1574","MT000684",8834,"transmembrane protein 11","TMEM11"
"1575","MT001393",84233,"transmembrane protein 126A","TMEM126A"
"1576","MT001184",55863,"transmembrane protein 126B","TMEM126B"
"1577","MT001148",55260,"transmembrane protein 143","TMEM143"
"1578","MT001058",51522,"transmembrane protein 14C","TMEM14C"
"1579","MT001108",54958,"transmembrane protein 160","TMEM160"
"1580","MT001638",340061,"transmembrane protein 173","TMEM173"
"1581","MT000919",25880,"transmembrane protein 186","TMEM186"
"1582","MT001569",157378,"transmembrane protein 65","TMEM65"
"1583","MT001109",54968,"transmembrane protein 70","TMEM70"
"1584","MT001073",51754,"transmembrane protein 8B","TMEM8B"
"1585","MT001146",55217,"trimethyllysine hydroxylase, ε","TMLHE"
"1586","MT001383",83857,"transmembrane and tetratricopeptide repeat containing 1","TMTC1"
"1587","MT000598",7132,"tumor necrosis factor receptor superfamily, member 1A","TNFRSF1A"
"1588","MT000675",8743,"tumor necrosis factor (ligand) superfamily, member 10","TNFSF10"
"1589","MT000599",7134,"troponin C type 1 (slow)","TNNC1"
"1590","MT001415",84629,"trinucleotide repeat containing 18","TNRC18"
"1591","MT000734",9804,"translocase of outer mitochondrial membrane 20 homolog (yeast)","TOMM20"
"1592","MT001655",387990,"translocase of outer mitochondrial membrane 20 homolog (yeast)-like","TOMM20L"
"1593","MT001203",56993,"translocase of outer mitochondrial membrane 22 homolog (yeast)","TOMM22"
"1594","MT000821",10953,"translocase of outer mitochondrial membrane 34","TOMM34"
"1595","MT000779",10452,"translocase of outer mitochondrial membrane 40 homolog (yeast)","TOMM40"
"1596","MT001391",84134,"translocase of outer mitochondrial membrane 40 homolog (yeast)-like","TOMM40L"
"1597","MT001667",401505,"translocase of outer mitochondrial membrane 5 homolog (yeast)","TOMM5"
"1598","MT001695",100188893,"translocase of outer mitochondrial membrane 6 homolog (yeast)","TOMM6"
"1599","MT001090",54543,"translocase of outer mitochondrial membrane 7 homolog (yeast)","TOMM7"
"1600","MT000736",9868,"translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)","TOMM70A"
"1601","MT001498",116447,"topoisomerase (DNA) I, mitochondrial","TOP1MT"
"1602","MT000600",7157,"tumor protein p53","TP53"
"1603","MT001250",63970,"tumor protein p53 regulated apoptosis inducing protein 1","TP53AIP1"
"1604","MT000601",7161,"tumor protein p73","TP73"
"1605","MT000602",7173,"thyroid peroxidase","TPO"
"1606","MT000124",1200,"tripeptidyl peptidase I","TPP1"
"1607","MT000603",7187,"TNF receptor-associated factor 3","TRAF3"
"1608","MT000604",7189,"TNF receptor-associated factor 6, E3 ubiquitin protein ligase","TRAF6"
"1609","MT000860",22906,"trafficking protein, kinesin binding 1","TRAK1"
"1610","MT001298",66008,"trafficking protein, kinesin binding 2","TRAK2"
"1611","MT000753",10131,"TNF receptor-associated protein 1","TRAP1"
"1612","MT001057",51499,"TP53 regulated inhibitor of apoptosis 1","TRIAP1"
"1613","MT000837",11074,"tripartite motif containing 31","TRIM31"
"1614","MT001194",56658,"tripartite motif containing 39","TRIM39"
"1615","MT001098",54802,"tRNA isopentenyltransferase 1","TRIT1"
"1616","MT001102",54931,"tRNA methyltransferase 10 homolog C (S. cerevisiae)","TRMT10C"
"1617","MT001337",79979,"tRNA methyltransferase 2 homolog B (S. cerevisiae)","TRMT2B"
"1618","MT001226",57570,"tRNA methyltransferase 5","TRMT5"
"1619","MT001119",55006,"tRNA methyltransferase 61B","TRMT61B"
"1620","MT001170",55687,"tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase","TRMU"
"1621","MT001026",51095,"tRNA nucleotidyl transferase, CCA-adding, 1","TRNT1"
"1622","MT000750",10102,"Ts translation elongation factor, mitochondrial","TSFM"
"1623","MT001227",57616,"teashirt zinc finger homeobox 3","TSHZ3"
"1624","MT000094",706,"translocator protein (18kDa)","TSPO"
"1625","MT000605",7263,"thiosulfate sulfurtransferase (rhodanese)","TST"
"1626","MT001099",54902,"tetratricopeptide repeat domain 19","TTC19"
"1627","MT000606",7267,"tetratricopeptide repeat domain 3","TTC3"
"1628","MT000607",7284,"Tu translation elongation factor, mitochondrial","TUFM"
"1629","MT000853",11334,"tumor suppressor candidate 2","TUSC2"
"1630","MT000644",7991,"tumor suppressor candidate 3","TUSC3"
"1631","MT000608",7295,"thioredoxin","TXN"
"1632","MT000916",25828,"thioredoxin 2","TXN2"
"1633","MT000797",10628,"thioredoxin interacting protein","TXNIP"
"1634","MT000609",7296,"thioredoxin reductase 1","TXNRD1"
"1635","MT000796",10587,"thioredoxin reductase 2","TXNRD2"
"1636","MT000197",1890,"thymidine phosphorylase","TYMP"
"1637","MT000610",7298,"thymidylate synthetase","TYMS"
"1638","MT001130",55075,"uveal autoantigen with coiled-coil domains and ankyrin repeats","UACA"
"1639","MT000612",7317,"ubiquitin-like modifier activating enzyme 1","UBA1"
"1640","MT000611",7314,"ubiquitin B","UBB"
"1641","MT000994",29914,"UbiA prenyltransferase domain containing 1","UBIAD1"
"1642","MT000613",7345,"ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)","UCHL1"
"1643","MT000614",7350,"uncoupling protein 1 (mitochondrial, proton carrier)","UCP1"
"1644","MT000615",7351,"uncoupling protein 2 (mitochondrial, proton carrier)","UCP2"
"1645","MT000616",7352,"uncoupling protein 3 (mitochondrial, proton carrier)","UCP3"
"1646","MT000617",7374,"uracil-DNA glycosylase","UNG"
"1647","MT001147",55245,"ubiquinol-cytochrome c reductase complex assembly factor 1","UQCC1"
"1648","MT001404",84300,"ubiquinol-cytochrome c reductase complex assembly factor 2","UQCC2"
"1649","MT000992",29796,"ubiquinol-cytochrome c reductase, complex III subunit X","UQCR10"
"1650","MT000825",10975,"ubiquinol-cytochrome c reductase, complex III subunit XI","UQCR11"
"1651","MT000618",7381,"ubiquinol-cytochrome c reductase binding protein","UQCRB"
"1652","MT000619",7384,"ubiquinol-cytochrome c reductase core protein I","UQCRC1"
"1653","MT000620",7385,"ubiquinol-cytochrome c reductase core protein II","UQCRC2"
"1654","MT000621",7386,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1","UQCRFS1"
"1655","MT000622",7388,"ubiquinol-cytochrome c reductase hinge protein","UQCRH"
"1656","MT000958",27089,"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa","UQCRQ"
"1657","MT000671",8725,"URI1, prefoldin-like chaperone","URI1"
"1658","MT000623",7390,"uroporphyrinogen III synthase","UROS"
"1659","MT001427",84833,"up-regulated during skeletal muscle growth 5 homolog (mouse)","USMG5"
"1660","MT001424",84749,"ubiquitin specific peptidase 30","USP30"
"1661","MT001392",84196,"ubiquitin specific peptidase 48","USP48"
"1662","MT001343",80146,"UDP-glucuronate decarboxylase 1","UXS1"
"1663","MT000655",8409,"ubiquitously-expressed, prefoldin-like chaperone","UXT"
"1664","MT000588",6843,"vesicle-associated membrane protein 1 (synaptobrevin 1)","VAMP1"
"1665","MT000669",8673,"vesicle-associated membrane protein 8","VAMP8"
"1666","MT000624",7407,"valyl-tRNA synthetase","VARS"
"1667","MT001216",57176,"valyl-tRNA synthetase 2, mitochondrial","VARS2"
"1668","MT001489",114990,"vasorin","VASN"
"1669","MT000786",10493,"vesicle amine transport 1","VAT1"
"1670","MT000625",7416,"voltage-dependent anion channel 1","VDAC1"
"1671","MT000626",7417,"voltage-dependent anion channel 2","VDAC2"
"1672","MT000627",7419,"voltage-dependent anion channel 3","VDAC3"
"1673","MT000628",7428,"von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase","VHL"
"1674","MT001660",391104,"von Hippel-Lindau tumor suppressor-like","VHLL"
"1675","MT001407",84313,"vacuolar protein sorting 25 homolog (S. cerevisiae)","VPS25"
"1676","MT000629",7444,"vaccinia related kinase 2","VRK2"
"1677","MT000864",23078,"von Willebrand factor A domain containing 8","VWA8"
"1678","MT000772",10352,"tryptophanyl tRNA synthetase 2, mitochondrial","WARS2"
"1679","MT000841",11152,"WD repeat domain 45","WDR45"
"1680","MT001190",56270,"WD repeat domain 45B","WDR45B"
"1681","MT001127",55062,"WD repeat domain, phosphoinositide interacting 1","WIPI1"
"1682","MT000937",26100,"WD repeat domain, phosphoinositide interacting 2","WIPI2"
"1683","MT001072",51741,"WW domain containing oxidoreductase","WWOX"
"1684","MT001097",54739,"XIAP associated factor 1","XAF1"
"1685","MT001247",63929,"X-prolyl aminopeptidase (aminopeptidase P) 3, putative","XPNPEP3"
"1686","MT000630",7517,"X-ray repair complementing defective repair in Chinese hamster cells 3","XRCC3"
"1687","MT001021",51067,"tyrosyl-tRNA synthetase 2, mitochondrial","YARS2"
"1688","MT001079",54059,"ybeY metallopeptidase (putative)","YBEY"
"1689","MT000801",10652,"YKT6 v-SNARE homolog (S. cerevisiae)","YKT6"
"1690","MT000805",10730,"YME1-like 1 ATPase","YME1L1"
"1691","MT001318",79693,"yrdC N(6)-threonylcarbamoyltransferase domain containing","YRDC"
"1692","MT000631",7529,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, β","YWHAB"
"1693","MT000632",7531,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, ε","YWHAE"
"1694","MT000633",7532,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, γ","YWHAG"
"1695","MT000634",7533,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta","YWHAH"
"1696","MT000824",10971,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta","YWHAQ"
"1697","MT000635",7534,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta","YWHAZ"
"1698","MT001626",284273,"zinc binding alcohol dehydrogenase domain containing 2","ZADH2"
"1699","MT001246",63920,"zinc finger, BED-type containing 8","ZBED8"
"1700","MT000993",29801,"zinc finger, DHHC-type containing 8","ZDHHC8"
"1701","MT000046",463,"zinc finger homeobox 3","ZFHX3"
"1702","MT001077",53349,"zinc finger, FYVE domain containing 1","ZFYVE1"
"1703","MT001378",83637,"zinc finger, MIZ-type containing 2","ZMIZ2"
"1704","MT000636",7753,"zinc finger protein 202","ZNF202"
"1705","MT000637",7755,"zinc finger protein 205","ZNF205"
