Gene.primaryIdentifier	Gene.name	Gene.symbol	Gene.description	Gene.chr	Gene.mitoEvidenceMitoCarta	Gene.mitoEvidenceIMPI	Gene.mitoEvidenceGO	Gene.mitoEvidenceHumanProteinAtlas	Gene.MTSipsort	Gene.MTSmitofates	Gene.MTSmitoprot	Gene.MTStargetP
ENSG00000119013	4709	NDUFB3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa	2	true	true	true	false	0.0	0.018	0.0043	0.037
ENSG00000065518	4710	NDUFB4	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa	3	true	true	true	true	0.0	0.003	0.2118	0.182
ENSG00000136521	4711	NDUFB5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa	3	true	true	true	true	0.0	0.999	0.996	0.922
ENSG00000165264	4712	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	9	true	true	true	true	0.0	0.042	0.1082	0.238
ENSG00000099795	4713	NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa	19	true	true	true	false	0.0	0.042	0.3285	0.222
ENSG00000166136	4714	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	10	true	true	true	true	1.0	0.933	0.9718	0.907
ENSG00000147684	4715	NDUFB9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa	8	true	true	true	true	0.0	0.735	0.9	0.849
ENSG00000109390	4717	NDUFC1	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa	4	true	true	true	true	1.0	0.984	0.9751	0.958
ENSG00000151366	4718	NDUFC2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa	11	true	true	true	false	0.0	0.147	0.6459	0.265
ENSG00000023228	4719	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	2	true	true	true	true	1.0	0.994	0.7461	0.71
ENSG00000158864	4720	NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)	1	true	true	true	true	1.0	0.977	0.9613	0.873
ENSG00000213619	4722	NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	11	true	true	true	true	1.0	0.962	0.9874	0.896
ENSG00000164258	4724	NDUFS4	NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)	5	true	true	true	true	1.0	0.95	0.9985	0.964
ENSG00000168653	4725	NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	1	true	true	true	false	0.0	0.027	0.4039	0.154
ENSG00000145494	4726	NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	5	true	true	true	false	1.0	0.894	0.9448	0.876
ENSG00000115286	374291	NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)	19	true	true	true	false	0.0	0.869	0.9421	0.948
ENSG00000110717	4728	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)	11	true	true	true	true	1.0	0.999	0.8542	0.854
ENSG00000167792	4723	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa	11	true	true	true	false	1.0	0.993	0.9653	0.872
ENSG00000178127	4729	NDUFV2	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa	18	true	true	true	false	1.0	0.996	0.9957	0.936
ENSG00000160194	4731	NDUFV3	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	21	true	true	true	true	0.0	0.937	0.7573	0.775
ENSG00000100285	4744	NEFH	neurofilament, heavy polypeptide	22	false	true	true	false	0.0	0.003	0.673	0.211
ENSG00000204099	""	NEU4	sialidase 4	2	true	true	true	false	1.0	0.021	0.2891	0.835
ENSG00000244005	9054	NFS1	NFS1 cysteine desulfurase	20	true	true	true	false	1.0	0.939	0.9737	0.885
ENSG00000169599	27247	NFU1	NFU1 iron-sulfur cluster scaffold	2	true	true	true	false	1.0	0.987	0.9812	0.891
ENSG00000182768	51335	NGRN	neugrin, neurite outgrowth associated	15	true	true	false	false	0.0	0.139	0.6875	0.595
ENSG00000196290	60491	NIF3L1	NIF3 NGG1 interacting factor 3-like 1	2	true	true	true	false	0.0	0.427	0.7406	0.667
ENSG00000184117	8508	NIPSNAP1	nipsnap homolog 1 (C. elegans)	22	true	true	true	false	1.0	0.912	0.9864	0.895
ENSG00000136783	25934	NIPSNAP3A	nipsnap homolog 3A (C. elegans)	9	true	true	false	false	1.0	0.997	0.9971	0.902
ENSG00000165028	55335	NIPSNAP3B	nipsnap homolog 3B (C. elegans)	9	true	true	false	false	1.0	0.996	0.9911	0.768
ENSG00000158793	4817	NIT1	nitrilase 1	1	true	true	true	false	1.0	0.121	0.7265	0.628
ENSG00000114021	56954	NIT2	nitrilase family, member 2	3	true	true	true	false	0.0	0.021	0.105	0.329
ENSG00000123213	""	NLN	neurolysin (metallopeptidase M3 family)	5	true	true	false	true	0.0	0.004	0.0485	0.103
ENSG00000160703	79671	NLRX1	NLR family member X1	11	true	true	true	true	1.0	0.313	0.9565	0.855
ENSG00000243678	4831	NME1-NME2	NME1-NME2 readthrough	17	false	true	false	false	0.0	0.01	0.1454	0.192
ENSG00000103202	4833	NME4	NME/NM23 nucleoside diphosphate kinase 4	16	true	true	true	true	1.0	1.0	0.9877	0.837
ENSG00000172113	10201	NME6	NME/NM23 nucleoside diphosphate kinase 6	3	true	true	true	false	0.0	0.0	0.0395	0.092
ENSG00000163864	349565	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	3	true	true	true	false	0.0	0.06	0.6319	0.364
ENSG00000112992	23530	NNT	nicotinamide nucleotide transhydrogenase	5	true	true	true	true	0.0	0.975	0.8163	0.453
ENSG00000084092	84273	NOA1	nitric oxide associated 1	4	true	true	true	true	1.0	0.998	0.8924	0.927
ENSG00000151014	25819	NOCT	nocturnin	4	false	true	false	false	1.0	0.942	0.9864	0.923
ENSG00000140939	8996	NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)	16	false	true	true	false	0.0	0.0	0.0433	0.094
ENSG00000162408	79707	NOL9	nucleolar protein 9	1	false	true	false	false	1.0	0.767	0.9941	0.691
ENSG00000141458	4864	NPC1	Niemann-Pick disease, type C1	18	false	true	false	false	0.0	0.011	0.1287	0.027
ENSG00000119655	10577	NPC2	Niemann-Pick disease, type C2	14	false	true	false	false	0.0	0.0	0.3402	0.027
ENSG00000113580	2908	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	5	false	true	true	true	0.0	0.0	0.0107	0.071
ENSG00000178694	63899	NSUN3	NOP2/Sun domain family, member 3	3	true	true	true	false	0.0	0.15	0.1692	0.122
ENSG00000117481	387338	NSUN4	NOP2/Sun domain family, member 4	1	true	true	true	false	0.0	0.214	0.5887	0.771
ENSG00000168268	64943	NT5DC2	5'-nucleotidase domain containing 2	3	true	true	false	false	0.0	0.0	0.0196	0.086
ENSG00000111696	51559	NT5DC3	5'-nucleotidase domain containing 3	12	true	true	true	false	0.0	0.64	0.9796	0.8
ENSG00000205309	56953	NT5M	5',3'-nucleotidase, mitochondrial	17	true	true	true	false	1.0	0.978	0.9458	0.872
ENSG00000151413	80224	NUBPL	nucleotide binding protein-like	14	true	true	true	true	1.0	0.91	0.9393	0.736
ENSG00000070081	4925	NUCB2	nucleobindin 2	11	true	true	false	false	0.0	0.025	0.0825	0.029
ENSG00000106268	4521	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	7	false	true	true	false	0.0	0.077	0.7079	0.351
ENSG00000166321	25961	NUDT13	nudix (nucleoside diphosphate linked moiety X)-type motif 13	10	true	true	true	false	1.0	0.529	0.9694	0.751
ENSG00000213965	390916	NUDT19	nudix (nucleoside diphosphate linked moiety X)-type motif 19	19	true	true	true	false	1.0	0.798	0.8695	0.887
ENSG00000164978	318	NUDT2	nudix (nucleoside diphosphate linked moiety X)-type motif 2	9	true	true	true	false	0.0	0.466	0.2749	0.24
ENSG00000170917	11162	NUDT6	nudix (nucleoside diphosphate linked moiety X)-type motif 6	4	true	true	true	false	1.0	0.939	0.8715	0.864
ENSG00000167799	254552	NUDT8	nudix (nucleoside diphosphate linked moiety X)-type motif 8	11	true	true	true	false	1.0	0.821	0.0745	0.6
ENSG00000170502	53343	NUDT9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	4	true	true	true	false	0.0	0.359	0.4776	0.688
ENSG00000153989	116150	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	6	false	true	false	false	1.0	0.848	0.9933	0.511
ENSG00000065154	4942	OAT	ornithine aminotransferase	10	true	true	true	true	1.0	0.996	0.9531	0.905
ENSG00000109180	54940	OCIAD1	OCIA domain containing 1	4	true	true	true	true	0.0	0.0	0.035	0.126
ENSG00000145247	132299	OCIAD2	OCIA domain containing 2	4	true	true	true	true	0.0	0.0	0.0263	0.579
ENSG00000105953	4967	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	7	true	true	true	true	0.0	0.996	0.9531	0.904
ENSG00000197444	55753	OGDHL	oxoglutarate dehydrogenase-like	10	true	true	true	false	1.0	0.519	0.8793	0.899
ENSG00000162600	115209	OMA1	OMA1 zinc metallopeptidase	1	true	true	true	true	0.0	0.257	0.9968	0.946
ENSG00000198836	4976	OPA1	optic atrophy 1 (autosomal dominant)	3	true	true	true	true	1.0	0.509	0.9994	0.726
ENSG00000125741	80207	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	19	true	true	true	false	1.0	0.123	0.871	0.648
ENSG00000128694	64172	OSGEPL1	O-sialoglycoprotein endopeptidase-like 1	2	true	true	true	true	0.0	0.44	0.8589	0.736
ENSG00000036473	5009	OTC	ornithine carbamoyltransferase	X	true	true	true	true	1.0	0.996	0.9966	0.853
ENSG00000155463	5018	OXA1L	oxidase (cytochrome c) assembly 1-like	14	true	true	true	true	1.0	0.75	0.9729	0.888
ENSG00000083720	5019	OXCT1	3-oxoacid CoA transferase 1	5	true	true	true	true	0.0	0.996	0.9782	0.872
ENSG00000198754	64064	OXCT2	3-oxoacid CoA transferase 2	1	false	true	true	false	1.0	0.985	0.9782	0.888
ENSG00000154814	92106	OXNAD1	oxidoreductase NAD-binding domain containing 1	3	true	true	true	false	0.0	0.4	0.8599	0.574
ENSG00000151093	54995	OXSM	3-oxoacyl-ACP synthase, mitochondrial	3	true	true	true	true	1.0	0.94	0.9982	0.876
ENSG00000122884	5033	P4HA1	prolyl 4-hydroxylase, alpha polypeptide I	10	false	true	true	true	0.0	0.009	0.067	0.03
ENSG00000185624	5034	P4HB	prolyl 4-hydroxylase, beta polypeptide	17	true	true	false	false	0.0	0.017	0.5497	0.118
ENSG00000179364	23241	PACS2	phosphofurin acidic cluster sorting protein 2	14	false	true	true	false	0.0	0.0	0.0355	0.141
ENSG00000128050	10606	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	4	true	true	false	false	0.0	0.007	0.0308	0.06
ENSG00000217930	""	PAM16	presequence translocase-associated motor 16 homolog (S. cerevisiae)	16	true	true	true	true	0.0	0.518	0.8125	0.522
ENSG00000125779	80025	PANK2	pantothenate kinase 2	20	true	true	true	false	0.0	0.68	0.9532	0.949
ENSG00000116288	11315	PARK7	parkinson protein 7	1	true	true	true	false	0.0	0.0	0.255	0.103
ENSG00000175193	55486	PARL	presenilin associated, rhomboid-like	3	true	true	true	true	0.0	0.265	0.6033	0.501
ENSG00000143799	142	PARP1	poly (ADP-ribose) polymerase 1	1	false	true	true	false	0.0	0.0	0.084	0.125
ENSG00000162396	25973	PARS2	prolyl-tRNA synthetase 2, mitochondrial (putative)	1	true	true	true	false	1.0	0.578	0.9863	0.786
ENSG00000173599	5091	PC	pyruvate carboxylase	11	true	true	true	true	1.0	0.997	0.972	0.83
ENSG00000132570	84105	PCBD2	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	5	true	true	true	false	1.0	0.981	0.6942	0.927
ENSG00000175198	5095	PCCA	propionyl CoA carboxylase, alpha polypeptide	13	true	true	true	false	0.0	0.996	0.9837	0.797
ENSG00000114054	5096	PCCB	propionyl CoA carboxylase, beta polypeptide	3	true	true	true	false	0.0	1.0	0.9846	0.908
ENSG00000100889	5106	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	14	true	true	true	true	1.0	0.996	0.882	0.803
ENSG00000174840	201626	PDE12	phosphodiesterase 12	3	true	true	true	false	1.0	0.975	0.944	0.894
ENSG00000258429	64146	PDF	peptide deformylase (mitochondrial)	16	true	true	true	false	0.0	0.127	0.6547	0.047
ENSG00000131828	5160	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	X	true	true	true	false	1.0	1.0	0.9944	0.913
ENSG00000163114	5161	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	4	true	true	true	false	1.0	1.0	0.9999	0.951
ENSG00000168291	5162	PDHB	pyruvate dehydrogenase (lipoamide) beta	3	true	true	true	true	1.0	0.996	0.9631	0.886
ENSG00000110435	8050	PDHX	pyruvate dehydrogenase complex, component X	11	true	true	true	true	1.0	0.518	0.9049	0.877
ENSG00000167004	2923	PDIA3	protein disulfide isomerase family A, member 3	15	false	true	false	false	0.0	0.012	0.64	0.199
ENSG00000152256	5163	PDK1	pyruvate dehydrogenase kinase, isozyme 1	2	true	true	true	false	1.0	0.999	0.984	0.936
ENSG00000005882	5164	PDK2	pyruvate dehydrogenase kinase, isozyme 2	17	true	true	true	true	0.0	0.921	0.4866	0.404
ENSG00000067992	5165	PDK3	pyruvate dehydrogenase kinase, isozyme 3	X	true	true	true	false	1.0	0.257	0.9481	0.8
ENSG00000004799	5166	PDK4	pyruvate dehydrogenase kinase, isozyme 4	7	true	true	true	false	0.0	0.924	0.8315	0.847
ENSG00000164951	54704	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	8	true	true	true	true	0.0	0.995	0.2531	0.309
ENSG00000172840	57546	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	16	true	true	true	true	1.0	0.848	0.9988	0.448
ENSG00000090857	55066	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	16	true	true	true	false	1.0	0.93	0.6075	0.951
ENSG00000148459	23590	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1	10	true	true	true	false	1.0	0.644	0.9458	0.852
ENSG00000164494	57107	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2	6	true	true	true	false	1.0	0.547	0.8465	0.807
ENSG00000133027	10400	PEMT	phosphatidylethanolamine N-methyltransferase	17	false	true	true	false	0.0	0.0	0.0947	0.098
ENSG00000229833	100131801	PET100	PET100 homolog	19	true	true	true	false	0.0	0.031	0.0988	0.023
ENSG00000232838	100303755	PET117	PET117 homolog	20	false	true	true	false	0.0	0.013	0.1204	0.149
ENSG00000247077	192111	PGAM5	phosphoglycerate mutase family member 5	12	true	true	true	true	0.0	0.124	0.481	0.412
ENSG00000102144	5230	PGK1	phosphoglycerate kinase 1	X	false	true	false	false	0.0	0.003	0.1638	0.224
ENSG00000164040	10424	PGRMC2	progesterone receptor membrane component 2	4	false	true	false	false	0.0	0.0	0.0021	0.075
ENSG00000087157	9489	PGS1	phosphatidylglycerophosphate synthase 1	17	true	true	true	false	1.0	0.711	0.9796	0.73
ENSG00000167085	5245	PHB	prohibitin	17	true	true	true	true	0.0	0.01	0.3255	0.065
ENSG00000215021	11331	PHB2	prohibitin 2	12	true	true	true	true	0.0	0.806	0.5117	0.231
ENSG00000067177	5255	PHKA1	phosphorylase kinase, alpha 1 (muscle)	X	false	true	false	false	1.0	0.649	0.4657	0.754
ENSG00000044446	5256	PHKA2	phosphorylase kinase, alpha 2 (liver)	X	false	true	false	false	1.0	0.437	0.6474	0.735
ENSG00000175309	85007	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	5	false	true	true	true	0.0	0.445	0.0391	0.551
ENSG00000241973	""	PI4KA	phosphatidylinositol 4-kinase, catalytic, alpha	22	true	true	false	false	0.0	0.0	0.0063	0.056
ENSG00000163964	54965	PIGX	phosphatidylinositol glycan anchor biosynthesis, class X	3	false	true	false	false	0.0	0.958	0.7964	0.68
ENSG00000102309	5303	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	X	false	true	true	false	0.0	0.0	0.0454	0.126
ENSG00000158828	65018	PINK1	PTEN induced putative kinase 1	1	true	true	true	false	1.0	0.996	0.9948	0.923
ENSG00000241878	23761	PISD	phosphatidylserine decarboxylase	22	true	true	true	false	0.0	0.084	0.7117	0.488
ENSG00000107959	10531	PITRM1	pitrilysin metallopeptidase 1	10	true	true	true	true	1.0	0.996	0.9774	0.871
ENSG00000143627	""	PKLR	pyruvate kinase, liver and RBC	1	true	true	false	false	0.0	0.081	0.2027	0.318
ENSG00000067225	5315	PKM	pyruvate kinase, muscle	15	false	true	true	false	0.0	0.0	0.0088	0.081
ENSG00000116711	5321	PLA2G4A	phospholipase A2, group IVA (cytosolic, calcium-dependent)	1	false	true	true	false	0.0	0.011	0.043	0.083
ENSG00000243708	100137049	PLA2G4B	phospholipase A2, group IVB (cytosolic)	15	false	true	true	false	0.0	0.024	0.3499	0.311
ENSG00000184381	8398	PLA2G6	phospholipase A2, group VI (cytosolic, calcium-independent)	22	false	true	false	false	0.0	0.038	0.6066	0.617
ENSG00000121316	79887	PLBD1	phospholipase B domain containing 1	12	false	true	false	false	0.0	0.0	0.0033	0.018
ENSG00000151176	196463	PLBD2	phospholipase B domain containing 2	12	false	true	false	false	0.0	0.083	0.4579	0.15
ENSG00000075651	5337	PLD1	phospholipase D1, phosphatidylcholine-specific	3	false	true	false	false	0.0	0.0	0.0461	0.194
ENSG00000179598	201164	PLD6	phospholipase D family, member 6	17	false	true	true	false	0.0	0.052	0.775	0.34
ENSG00000107020	55848	PLGRKT	plasminogen receptor, C-terminal lysine transmembrane protein	9	true	true	true	false	0.0	0.13	0.3446	0.247
ENSG00000141682	5366	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	18	true	true	true	false	1.0	0.0	0.0154	0.47
ENSG00000165688	23203	PMPCA	peptidase (mitochondrial processing) alpha	9	true	true	true	true	1.0	0.999	0.9873	0.875
ENSG00000105819	9512	PMPCB	peptidase (mitochondrial processing) beta	7	true	true	true	true	1.0	0.996	0.9877	0.971
ENSG00000127838	25953	PNKD	paroxysmal nonkinesigenic dyskinesia	2	false	true	true	true	0.0	0.838	0.978	0.873
ENSG00000135241	50640	PNPLA8	patatin-like phospholipase domain containing 8	7	true	true	false	false	1.0	0.006	0.9753	0.204
ENSG00000138035	87178	PNPT1	polyribonucleotide nucleotidyltransferase 1	2	true	true	true	true	1.0	0.222	0.3632	0.92
ENSG00000174348	127435	PODN	podocan	1	false	true	false	false	0.0	0.0	0.1989	0.099
ENSG00000004142	26073	POLDIP2	polymerase (DNA-directed), delta interacting protein 2	17	true	true	true	false	1.0	0.978	0.9998	0.959
ENSG00000140521	5428	POLG	polymerase (DNA directed), gamma	15	true	true	true	false	1.0	0.918	0.8941	0.863
ENSG00000256525	11232	POLG2	polymerase (DNA directed), gamma 2, accessory subunit	17	true	true	true	true	1.0	0.527	0.9843	0.845
ENSG00000099821	5442	POLRMT	polymerase (RNA) mitochondrial (DNA directed)	19	true	true	true	true	0.0	0.996	0.9491	0.759
ENSG00000180817	5464	PPA1	pyrophosphatase (inorganic) 1	10	false	true	false	false	0.0	0.0	0.0203	0.163
ENSG00000138777	27068	PPA2	pyrophosphatase (inorganic) 2	4	true	true	true	true	1.0	0.996	0.8944	0.899
ENSG00000166794	5479	PPIB	peptidylprolyl isomerase B (cyclophilin B)	15	false	true	false	false	0.0	0.015	0.1394	0.048
ENSG00000108179	10105	PPIF	peptidylprolyl isomerase F	10	true	true	true	false	1.0	0.982	0.8669	0.948
ENSG00000163644	152926	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent, 1K	4	true	true	true	true	1.0	0.888	0.9738	0.917
ENSG00000143224	5498	PPOX	protoporphyrinogen oxidase	1	true	true	true	true	0.0	0.016	0.1962	0.493
ENSG00000138814	5530	PPP3CA	protein phosphatase 3, catalytic subunit, alpha isozyme	4	false	true	true	false	0.0	0.0	0.1657	0.18
ENSG00000131238	5538	PPT1	palmitoyl-protein thioesterase 1	1	false	true	false	false	0.0	0.004	0.2474	0.033
ENSG00000196850	160760	PPTC7	PTC7 protein phosphatase homolog	12	true	true	true	false	0.0	0.612	0.8948	0.397
ENSG00000185686	""	PRAME	preferentially expressed antigen in melanoma	22	false	true	false	false	1.0	0.717	0.9159	0.803
ENSG00000117450	5052	PRDX1	peroxiredoxin 1	1	false	true	true	true	0.0	0.0	0.0772	0.342
ENSG00000167815	7001	PRDX2	peroxiredoxin 2	19	true	true	true	false	0.0	0.0	0.1369	0.4
ENSG00000165672	10935	PRDX3	peroxiredoxin 3	10	true	true	true	false	1.0	0.978	0.9881	0.914
ENSG00000123131	10549	PRDX4	peroxiredoxin 4	X	true	true	true	false	0.0	0.0	0.0057	0.031
ENSG00000126432	25824	PRDX5	peroxiredoxin 5	11	true	true	true	true	0.0	0.626	0.8035	0.836
ENSG00000117592	9588	PRDX6	peroxiredoxin 6	1	true	true	false	false	0.0	0.0	0.0329	0.118
ENSG00000169230	27166	PRELID1	PRELI domain containing 1	5	true	true	true	true	0.0	0.232	0.7414	0.614
ENSG00000138078	9581	PREPL	prolyl endopeptidase-like	2	true	true	false	false	0.0	0.131	0.9337	0.249
ENSG00000171132	5581	PRKCE	protein kinase C, epsilon	2	false	true	true	false	0.0	0.077	0.1436	0.15
ENSG00000100033	5625	PRODH	proline dehydrogenase (oxidase) 1	22	true	true	true	false	1.0	0.751	0.9296	0.782
ENSG00000250799	58510	PRODH2	proline dehydrogenase (oxidase) 2	19	true	true	true	false	0.0	0.47	0.7816	0.794
ENSG00000147471	11212	PROSC	proline synthetase co-transcribed homolog (bacterial)	8	true	true	true	false	0.0	0.35	0.5404	0.608
ENSG00000135406	5630	PRPH	peripherin	12	false	true	false	false	1.0	0.03	0.8715	0.888
ENSG00000185198	400668	PRSS57	protease, serine, 57	19	false	true	false	false	0.0	0.917	0.7993	0.696
ENSG00000143363	58497	PRUNE	prune exopolyphosphatase	1	false	true	false	false	0.0	0.0	0.0587	0.181
ENSG00000197746	5660	PSAP	prosaposin	10	false	true	true	false	0.0	0.004	0.1192	0.058
ENSG00000106246	26024	PTCD1	pentatricopeptide repeat domain 1	7	true	true	true	false	1.0	0.291	0.8235	0.907
ENSG00000049883	79810	PTCD2	pentatricopeptide repeat domain 2	5	true	true	true	false	0.0	0.069	0.9323	0.519
ENSG00000132300	55037	PTCD3	pentatricopeptide repeat domain 3	2	true	true	true	true	1.0	0.999	0.9059	0.958
ENSG00000148334	80142	PTGES2	prostaglandin E synthase 2	9	true	true	true	true	1.0	0.574	0.9713	0.599
ENSG00000110536	114971	PTPMT1	protein tyrosine phosphatase, mitochondrial 1	11	true	true	true	true	0.0	0.133	0.7062	0.334
ENSG00000070778	11099	PTPN21	protein tyrosine phosphatase, non-receptor type 21	14	false	true	false	false	1.0	0.835	0.7572	0.776
ENSG00000187024	138428	PTRH1	peptidyl-tRNA hydrolase 1 homolog	9	true	true	true	false	1.0	0.922	0.9923	0.774
ENSG00000141378	51651	PTRH2	peptidyl-tRNA hydrolase 2	17	true	true	true	true	0.0	0.0	0.1008	0.064
ENSG00000177192	80324	PUS1	pseudouridylate synthase 1	12	true	true	true	true	1.0	0.928	0.9946	0.889
ENSG00000169972	126789	PUSL1	pseudouridylate synthase-like 1	1	true	true	false	false	0.0	0.011	0.4056	0.6
ENSG00000176894	5827	PXMP2	peroxisomal membrane protein 2, 22kDa	12	true	true	true	false	1.0	0.96	0.9504	0.874
ENSG00000103490	29108	PYCARD	PYD and CARD domain containing	16	false	true	true	false	0.0	0.0	0.2626	0.065
ENSG00000183010	5831	PYCR1	pyrroline-5-carboxylate reductase 1	17	true	true	true	false	0.0	0.015	0.3351	0.179
ENSG00000143811	29920	PYCR2	pyrroline-5-carboxylate reductase family, member 2	1	true	true	true	true	0.0	0.019	0.6232	0.36
ENSG00000119943	84795	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	10	false	true	false	true	0.0	0.087	0.9112	0.504
ENSG00000145337	100996939	PYURF	PIGY upstream reading frame	4	true	true	true	false	1.0	0.995	0.996	0.947
ENSG00000172053	5859	QARS	glutaminyl-tRNA synthetase	3	false	true	true	false	0.0	0.012	0.0249	0.158
ENSG00000130348	55278	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	6	true	true	true	false	0.0	0.464	0.1796	0.302
ENSG00000213339	81890	QTRT1	queuine tRNA-ribosyltransferase 1	19	true	true	true	true	1.0	0.147	0.1827	0.765
ENSG00000151576	79691	QTRTD1	queuine tRNA-ribosyltransferase domain containing 1	3	false	true	true	false	0.0	0.022	0.2073	0.191
ENSG00000103769	8766	RAB11A	RAB11A, member RAS oncogene family	15	false	true	true	false	0.0	0.0	0.0402	0.073
ENSG00000129472	84932	RAB2B	RAB2B, member RAS oncogene family	14	false	true	false	false	0.0	0.019	0.0241	0.05
ENSG00000118508	10981	RAB32	RAB32, member RAS oncogene family	6	true	true	true	false	0.0	0.0	0.0054	0.142
ENSG00000111737	11021	RAB35	RAB35, member RAS oncogene family	12	true	true	true	false	0.0	0.008	0.064	0.086
ENSG00000152932	115827	RAB3C	RAB3C, member RAS oncogene family	5	false	true	false	false	0.0	0.003	0.0232	0.187
ENSG00000102128	282808	RAB40AL	RAB40A, member RAS oncogene family-like	X	false	true	true	false	0.0	0.0	0.1605	0.049
ENSG00000166128	51762	RAB8B	RAB8B, member RAS oncogene family	15	false	true	true	false	0.0	0.009	0.0474	0.029
ENSG00000128340	5880	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	22	false	true	false	false	0.0	0.0	0.0348	0.064
ENSG00000169750	5881	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	17	false	true	false	false	0.0	0.0	0.0408	0.056
ENSG00000051180	5888	RAD51	RAD51 recombinase	15	false	true	true	true	0.0	0.0	0.0079	0.059
ENSG00000108384	5889	RAD51C	RAD51 paralog C	17	false	true	true	false	0.0	0.05	0.3075	0.577
ENSG00000132155	5894	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	3	false	true	true	false	0.0	0.15	0.0593	0.099
ENSG00000116473	5906	RAP1A	RAP1A, member of RAS oncogene family	1	false	true	false	false	0.0	0.0	0.1152	0.101
ENSG00000146282	57038	RARS2	arginyl-tRNA synthetase 2, mitochondrial	6	true	true	true	false	0.0	0.306	0.7816	0.496
ENSG00000165105	158158	RASEF	RAS and EF-hand domain containing	9	false	true	false	false	0.0	0.0	0.0152	0.102
ENSG00000101546	79863	RBFA	ribosome binding factor A (putative)	18	true	true	true	true	1.0	0.958	0.969	0.946
ENSG00000160439	""	RDH13	retinol dehydrogenase 13 (all-trans/9-cis)	19	true	true	true	false	0.0	0.0	0.6852	0.082
ENSG00000240857	57665	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	2	true	true	true	false	0.0	0.93	0.9388	0.426
ENSG00000068615	65055	REEP1	receptor accessory protein 1	2	false	true	true	false	0.0	0.054	0.7806	0.177
ENSG00000129625	7905	REEP5	receptor accessory protein 5	5	false	true	false	false	0.0	0.026	0.6166	0.372
